Source,Target 
Q27637099,Q2229825
Q27637101,Q2229825
Q27637102,Q526134
Q27637104,Q526134
Q27637105,Q526134
Q27637107,Q526134
Q27637109,Q526134
Q27637110,Q526134
Q27637112,Q526134
Q27637113,Q526134
Q27637114,Q526134
Q27637116,Q792447
Q27637117,Q792447
Q27637119,Q792447
Q27637120,Q792447
Q27637132,Q531879
Q27637133,Q531879
Q27637134,Q531879
Q27637156,Q1586533
Q27637157,Q1586533
Q27637159,Q1586533
Q27637160,Q1586533
Q27637161,Q1586533
Q27637163,Q1586533
Q27637164,Q1586533
Q27637165,Q1586533
Q27637167,Q1586533
Q27637168,Q1586533
Q27637170,Q1586533
Q27637171,Q1586533
Q27637173,Q1586533
Q27637174,Q1586533
Q27637175,Q1586533
Q27637176,Q1586533
Q27637178,Q1586533
Q27637179,Q1587019
Q27637180,Q1587019
Q27637182,Q1587019
Q27637183,Q1587019
Q27637185,Q1587019
Q27637186,Q1587019
Q27637187,Q1587019
Q27637201,Q3726410
Q27637204,Q1586862
Q27637205,Q1586862
Q27637207,Q1586862
Q27637208,Q1586862
Q27637209,Q1586862
Q27637211,Q1586862
Q27637212,Q1586862
Q27637214,Q1586862
Q27637215,Q1586862
Q27637216,Q1586862
Q27637219,Q1586862
Q27637220,Q1586862
Q27637221,Q1586862
Q27637223,Q1586862
Q27637224,Q1586862
Q27637225,Q1586862
Q27637226,Q1586862
Q27637228,Q1586862
Q27637229,Q1586862
Q27637230,Q1586862
Q27637232,Q1586862
Q27637233,Q1541137
Q27637234,Q1541137
Q27637236,Q1541137
Q27637237,Q1541137
Q27637284,Q2669759
Q27637286,Q2669759
Q27637287,Q2669759
Q27637288,Q2669759
Q27637289,Q2669759
Q27637291,Q2669759
Q27637292,Q2669759
Q27637293,Q2669759
Q27637295,Q2669759
Q27637296,Q2668951
Q27637298,Q2668951
Q27637300,Q2229892
Q27637301,Q2229892
Q27637303,Q2229892
Q27637304,Q2229892
Q27637306,Q2229892
Q27637307,Q2229892
Q27637308,Q2229892
Q27637314,Q1588810
Q27637315,Q1588810
Q27637319,Q1586520
Q27637320,Q1586520
Q27637322,Q1586520
Q27637323,Q1586520
Q27637324,Q1586520
Q27637325,Q1586520
Q27637327,Q1586520
Q27637328,Q1586520
Q27637330,Q1535692
Q27637331,Q1535692
Q27637332,Q1535692
Q27637350,Q1307528
Q27637351,Q1307528
Q27637353,Q1307528
Q27637434,Q2630970
Q27637436,Q2630970
Q27637437,Q2630970
Q27637440,Q2630970
Q27637441,Q2630970
Q27637442,Q2630970
Q27637444,Q2630970
Q27637445,Q2630970
Q27637447,Q2630970
Q27637448,Q2630970
Q27637451,Q2630970
Q27637453,Q2630970
Q27637454,Q2630970
Q27637455,Q2630970
Q27637457,Q2630970
Q27637458,Q2630970
Q27637459,Q2630970
Q27637461,Q2630970
Q27637463,Q2630970
Q27637464,Q2630970
Q27637465,Q2630970
Q27637466,Q2630970
Q27637468,Q2630970
Q27637469,Q2630970
Q27637471,Q2630970
Q27637472,Q2630970
Q27637474,Q2630970
Q27637476,Q2630970
Q27637477,Q600662
Q27637479,Q600662
Q27637480,Q1588168
Q27637482,Q1588168
Q27637483,Q1587407
Q27637484,Q1587407
Q27637487,Q1587407
Q27637489,Q261819
Q27637490,Q261819
Q27637491,Q261819
Q27637493,Q673194
Q27637495,Q673194
Q27637496,Q673194
Q27637497,Q673194
Q27637499,Q673194
Q27637592,Q1590393
Q27637593,Q1590393
Q27637595,Q1590393
Q27637596,Q1590393
Q27637598,Q1590393
Q27637599,Q1590393
Q27637600,Q1590393
Q27637602,Q1590393
Q27637603,Q1590393
Q27637605,Q2891900
Q27637606,Q2891900
Q27637608,Q2891900
Q27637609,Q2891900
Q27637611,Q3114803
Q27637612,Q3114803
Q27637614,Q3114803
Q27637615,Q3114803
Q27637616,Q3114803
Q27637767,Q602759
Q27637768,Q602759
Q27637769,Q602759
Q27637771,Q602759
Q27637772,Q730464
Q27637774,Q730464
Q27637775,Q730464
Q27637776,Q730464
Q27637778,Q730464
Q27637779,Q730464
Q27637781,Q730464
Q27637783,Q730464
Q27637795,Q3182672
Q27637797,Q3182672
Q27637798,Q1586576
Q27637800,Q1586576
Q27637801,Q1586576
Q27637802,Q1586576
Q27637821,Q1543890
Q27637823,Q1543890
Q27637824,Q1543890
Q27637825,Q1543890
Q27637828,Q1587479
Q27637829,Q688607
Q27637831,Q688607
Q27637835,Q776016
Q27637836,Q776016
Q27637837,Q776016
Q27637838,Q776016
Q27637840,Q776016
Q27637842,Q776016
Q27637843,Q776016
Q27637845,Q776016
Q27637846,Q776016
Q27637852,Q645658
Q27637853,Q645658
Q27637859,Q384361
Q27637860,Q384361
Q27637862,Q918311
Q27637863,Q918311
Q27637865,Q918311
Q27637866,Q918311
Q27637867,Q918311
Q27637890,Q1042519
Q27637891,Q1042519
Q27637892,Q1042519
Q27637894,Q628075
Q27637896,Q628075
Q27637897,Q628075
Q27637898,Q628075
Q27637900,Q628075
Q27637901,Q628075
Q27637904,Q628075
Q27637905,Q1067111
Q27637907,Q1067111
Q27637919,Q1042525
Q27637920,Q1042525
Q27637921,Q248299
Q27637923,Q248299
Q27637926,Q794366
Q27637927,Q794366
Q27637929,Q794366
Q27637930,Q794366
Q27637931,Q794366
Q27637932,Q794366
Q27637933,Q794366
Q27637944,Q918165
Q27637946,Q918165
Q27637947,Q918165
Q27637949,Q918165
Q27637950,Q768646
Q27637952,Q768646
Q27637953,Q768646
Q27637961,Q1586689
Q27637962,Q1586689
Q27637989,Q794373
Q27637991,Q794373
Q27637993,Q518693
Q27637994,Q518693
Q27637997,Q518693
Q27637998,Q518693
Q27638000,Q518693
Q27638001,Q1071693
Q27638002,Q1071693
Q27638004,Q1071693
Q27638006,Q1071693
Q27638008,Q1071693
Q27638010,Q1071693
Q27638011,Q1071693
Q27638013,Q1071693
Q27638014,Q1071693
Q27638016,Q1071693
Q27638017,Q1071693
Q27638106,Q204052
Q27638107,Q204052
Q27638110,Q204052
Q27638117,Q370309
Q27638118,Q370309
Q27638120,Q370309
Q27638121,Q370309
Q27638122,Q370309
Q27638124,Q370309
Q27638141,Q536912
Q27638142,Q536912
Q27638144,Q536912
Q27638145,Q536912
Q27638220,Q2668293
Q27638221,Q2668293
Q27638223,Q2668350
Q27638225,Q2668350
Q27638233,Q763302
Q27638234,Q763302
Q27638236,Q2668619
Q27638237,Q2668619
Q27638239,Q2668619
Q27638240,Q2668619
Q27638268,Q918405
Q27638269,Q918405
Q27638272,Q918405
Q27638502,Q3109622
Q27638505,Q3109622
Q27638507,Q3109622
Q27638509,Q3109622
Q27638512,Q3109622
Q27638514,Q3109622
Q27638517,Q3109622
Q27638533,Q918323
Q27638534,Q918323
Q27638535,Q918323
Q27638537,Q918323
Q27638538,Q918323
Q27674,Q832245
Q277360,Q12831150
Q278099,Q1932049
Q27828339,Q2873060
Q27896459,Q27895768
Q278968,Q8327
Q27907725,Q27907704
Q27907729,Q520302
Q27907730,Q940685
Q27929053,Q25439
Q27941843,Q1325045
Q27941966,Q1325045
Q27941988,Q1325045
Q279428,Q1080561
Q27943561,Q26773
Q27956115,Q8327
Q27956119,Q27956115
Q27956278,Q27956115
Q27956445,Q8327
Q27956449,Q27956445
Q279710,Q940685
Q27977956,Q27977951
Q27978460,Q27956115
Q27986834,Q2129285
Q27991495,Q25439
Q27997926,Q27997891
Q27998513,Q863293
Q27998584,Q10820696
Q27998593,Q641870
Q280498,Q15106057
Q28107193,Q14472604
Q28107208,Q27956115
Q28114280,Q2527969
Q28114428,Q746412
Q28122737,Q752529
Q28122964,Q191469
Q28122970,Q28122964
Q28123023,Q945088
Q28123867,Q25439
Q28123885,Q1325045
Q28123889,Q1325045
Q2823617,Q3095054
Q282608,Q10759803
Q282760,Q579064
Q2828917,Q735572
Q2828918,Q735572
Q283608,Q11234198
Q28363596,Q28363583
Q28363688,Q28363681
Q28363808,Q28363681
Q28374183,Q31843655
Q28432503,Q20728330
Q284429,Q2292470
Q28484,Q1089160
Q285008,Q28973554
Q285047,Q183147
Q2852128,Q10832167
Q2858121,Q641870
Q2858123,Q641870
Q285922,Q659179
Q28604075,Q520302
Q28604222,Q378278
Q28604314,Q310253
Q28604328,Q378278
Q28605702,Q2087565
Q28605746,Q378278
Q28605776,Q378278
Q286194,Q43489
Q28647936,Q28363681
Q28648637,Q31843655
Q28652847,Q10830029
Q28653515,Q28653514
Q28653708,Q28653706
Q28653739,Q28653706
Q28654776,Q10803533
Q28678077,Q10751280
Q28709680,Q28709575
Q287234,Q727767
Q2873060,Q188737
Q28732713,Q28732717
Q28736346,Q28736344
Q28736474,Q28736472
Q28736581,Q28736577
Q28739888,Q735456
Q28740166,Q211670
Q28746155,Q28746154
Q28746163,Q28746154
Q28746167,Q15882082
Q287476,Q212669
Q28753982,Q27997891
Q28807238,Q7431965
Q28807540,Q7431965
Q28807569,Q7431965
Q28807919,Q28807900
Q28808094,Q23655859
Q28808248,Q23655859
Q28808278,Q23655859
Q28808384,Q23655859
Q28813023,Q27977951
Q28815303,Q10750860
Q28823787,Q1006669
Q28828063,Q28828060
Q28828072,Q378278
Q28828076,Q9293884
Q28828109,Q10766689
Q28828270,Q28828231
Q28831520,Q20755733
Q28831527,Q10757966
Q28831535,Q28831534
Q28831545,Q28736472
Q28832183,Q10757966
Q28834698,Q1083087
Q28834841,Q28834839
Q28836437,Q1083087
Q28836447,Q10757966
Q28836456,Q1083087
Q28836458,Q28736577
Q28836512,Q1083087
Q28836570,Q10757966
Q28836717,Q10757966
Q28836747,Q28736472
Q28836797,Q28736472
Q28836810,Q1083087
Q28836848,Q28736472
Q28836860,Q1083087
Q28837112,Q27977951
Q28837716,Q2149147
Q28840366,Q659724
Q28840860,Q28840855
Q28842436,Q863293
Q28842870,Q909836
Q28843600,Q28843598
Q28845655,Q28845653
Q28845667,Q28845666
Q28845708,Q610468
Q28846206,Q10811748
Q28846437,Q10822383
Q28854396,Q682587
Q28854517,Q682587
Q28856097,Q682587
Q28856748,Q28856735
Q28858289,Q211670
Q28859188,Q211670
Q28859757,Q28363681
Q28859759,Q28859758
Q28859768,Q10793035
Q28859776,Q10793035
Q28859780,Q28859778
Q28861905,Q1002963
Q28862202,Q557610
Q28863415,Q28863400
Q28863543,Q28863507
Q28863964,Q27997891
Q28864084,Q908767
Q28864147,Q28864138
Q28864181,Q27997891
Q28864827,Q10830029
Q28864837,Q28864831
Q28866960,Q682587
Q28867721,Q28867713
Q28868058,Q636486
Q28869721,Q211670
Q28870516,Q5475247
Q28871082,Q5475247
Q28871208,Q5475247
Q28871434,Q5475247
Q28872580,Q28872559
Q28872818,Q910110
Q28872902,Q10787020
Q28872919,Q10787020
Q28872935,Q10787020
Q28873049,Q10787020
Q28873180,Q23023562
Q28873363,Q28873289
Q28874564,Q28874561
Q28878167,Q23023562
Q28883895,Q28863400
Q28884441,Q28863400
Q28884891,Q28863400
Q28910263,Q28863400
Q28910291,Q28863400
Q28910308,Q746986
Q28913238,Q28913231
Q28913457,Q28913450
Q28914082,Q28913450
Q28916265,Q28913231
Q28916723,Q28916724
Q28916764,Q28916724
Q28916805,Q28916724
Q28916922,Q27997891
Q28916938,Q28916724
Q28917029,Q28916724
Q28917150,Q28917130
Q28919231,Q23072449
Q28919250,Q211670
Q28920317,Q28920313
Q28921354,Q25407338
Q28922039,Q25407338
Q28922041,Q25407338
Q28922042,Q25407338
Q28922049,Q25407342
Q28922054,Q25407342
Q28922055,Q25407338
Q28922059,Q28922058
Q28922063,Q25407338
Q28922071,Q28917130
Q28922092,Q25407338
Q28922112,Q604598
Q28922148,Q25407338
Q28922176,Q25407338
Q290672,Q1044109
Q290988,Q734720
Q2911527,Q10759510
Q291255,Q1059518
Q2917821,Q26773
Q2927270,Q2703151
Q2927886,Q737061
Q2927888,Q777236
Q2927889,Q737061
Q2927891,Q737061
Q2927893,Q860912
Q2927894,Q737061
Q2927897,Q860912
Q2927902,Q737061
Q2927903,Q804438
Q2927906,Q737061
Q2927908,Q860912
Q2927909,Q737061
Q2927913,Q860912
Q2927915,Q777236
Q2927916,Q737061
Q2927918,Q777236
Q2927919,Q1997711
Q2927920,Q940685
Q2927921,Q940859
Q2927922,Q282214
Q2927926,Q737061
Q2927931,Q737061
Q2934644,Q2536264
Q29413514,Q211670
Q3002228,Q2104600
Q3002232,Q2104600
Q3002238,Q2104600
Q3002239,Q2104600
Q3002241,Q2104600
Q30075927,Q10757966
Q301232,Q1074819
Q3016875,Q657743
Q3016885,Q657743
Q301701,Q2483684
Q302853,Q2292470
Q3044273,Q26773
Q305284,Q911415
Q30535,Q43489
Q305351,Q377990
Q305377,Q1997711
Q30592654,Q43489
Q30688495,Q610468
Q3076958,Q670615
Q3083824,Q1083087
Q3084104,Q25383
Q30894990,Q15852437
Q30894995,Q15852437
Q30894996,Q15781894
Q30919614,Q41181
Q3114777,Q857905
Q3115148,Q2498167
Q3119545,Q1083087
Q3121388,Q964102
Q3142836,Q970291
Q3143814,Q2292470
Q3143815,Q2292470
Q3153924,Q1056852
Q3176539,Q682587
Q31872959,Q1044109
Q31872974,Q804438
Q31873762,Q14472604
Q31873765,Q10755818
Q31874024,Q697714
Q31874026,Q697714
Q31874104,Q10757966
Q31874109,Q10757966
Q31874116,Q940685
Q31874124,Q339465
Q31874130,Q2104600
Q31874162,Q3504415
Q31874186,Q749428
Q31874188,Q737061
Q31874194,Q749428
Q31874197,Q1061823
Q31874208,Q1083087
Q31874259,Q1083087
Q31874263,Q2387360
Q31874272,Q2387360
Q31874285,Q10736023
Q31874291,Q1044109
Q31874335,Q10757966
Q31874369,Q940685
Q31874400,Q3389415
Q31874401,Q3389415
Q31874404,Q2703151
Q31874408,Q2465230
Q31874415,Q14526318
Q31874417,Q14526318
Q31874419,Q735572
Q31874425,Q1027872
Q31874444,Q863293
Q31874460,Q659179
Q31874479,Q1992066
Q31874488,Q520302
Q31874498,Q3389415
Q31874515,Q659179
Q31874566,Q2719515
Q31874567,Q641870
Q31874568,Q659179
Q31874597,Q10820003
Q31874630,Q1082724
Q31874643,Q583022
Q31874647,Q14639981
Q31874650,Q13465652
Q31874661,Q735456
Q31874662,Q13465652
Q31874677,Q697714
Q31874685,Q28916724
Q31874687,Q10757966
Q31874728,Q10784301
Q31874732,Q10770215
Q318893,Q310253
Q31936213,Q214137
Q31936288,Q214137
Q3231485,Q859720
Q3231494,Q859720
Q3231513,Q1082724
Q3231549,Q520302
Q3231569,Q240083
Q3231648,Q2498167
Q3232961,Q520302
Q3232978,Q240083
Q3233002,Q240083
Q3233028,Q859720
Q3233038,Q240083
Q3233061,Q2104862
Q3233080,Q4038175
Q3233109,Q1082724
Q3233116,Q304526
Q3233126,Q240083
Q3235826,Q304526
Q3235837,Q859720
Q3238781,Q863293
Q325356,Q927832
Q3281154,Q2870380
Q3309750,Q30535
Q3313748,Q922763
Q3313766,Q2648008
Q3314347,Q2654205
Q3314471,Q1041349
Q3314624,Q2719515
Q3314662,Q2719515
Q3314688,Q2719515
Q3314705,Q2719515
Q3314707,Q625921
Q3314790,Q2536264
Q3314804,Q1093632
Q3314820,Q641870
Q3314954,Q2719515
Q3314996,Q922763
Q3315002,Q2719515
Q3315232,Q641870
Q3315263,Q1062041
Q3315365,Q3504415
Q3315557,Q2719515
Q3315796,Q859720
Q3315804,Q10766689
Q3315833,Q2719515
Q3316835,Q867629
Q3318122,Q641870
Q3319125,Q240083
Q3319526,Q2719515
Q3321047,Q641870
Q332621,Q927832
Q333103,Q2292470
Q33504,Q3347141
Q33554,Q43489
Q3375607,Q15106057
Q337753,Q1074819
Q337964,Q1074819
Q339139,Q2584697
Q339143,Q188737
Q339287,Q583022
Q339695,Q14639981
Q3418588,Q1325045
Q3539841,Q2870380
Q3546886,Q1002963
Q3566040,Q858356
Q35687303,Q16984024
Q3575048,Q10699210
Q3604162,Q25353
Q3604164,Q25380
Q367270,Q867629
Q370629,Q773319
Q371927,Q659179
Q3726245,Q990577
Q3726247,Q990577
Q3726251,Q990577
Q3726257,Q990577
Q3726278,Q863293
Q3726284,Q863293
Q3726328,Q863293
Q3726354,Q990577
Q3726395,Q863293
Q3726427,Q2719515
Q3726434,Q2719515
Q3726447,Q2719515
Q3726858,Q735572
Q3726868,Q2719515
Q3726873,Q4823697
Q3726967,Q10805593
Q3727635,Q637716
Q3727728,Q641870
Q3728084,Q240083
Q3728152,Q735456
Q3729660,Q3291163
Q3729668,Q3482534
Q373694,Q26773
Q373723,Q212669
Q374141,Q30085
Q374805,Q926652
Q3758717,Q211670
Q3783089,Q2129285
Q3785540,Q13465652
Q379240,Q858577
Q37981006,Q44245
Q37998303,Q29510058
Q38267353,Q25260465
Q383789,Q43489
Q3849574,Q30535
Q384994,Q598747
Q385273,Q637716
Q3854773,Q214096
Q386041,Q765898
Q387221,Q30085
Q387783,Q3924795
Q3884732,Q26657
Q3972502,Q26773
Q398445,Q858356
Q4006276,Q20977
Q40307672,Q637716
Q40316070,Q697714
Q40327222,Q520302
Q40420368,Q5795202
Q40427235,Q114715
Q40427299,Q938996
Q40427896,Q11234198
Q40429929,Q73760
Q40432567,Q114715
Q40432662,Q25380
Q40432789,Q1265270
Q40434449,Q26537
Q40434779,Q606407
Q40434875,Q73760
Q40436334,Q730464
Q40437492,Q73567
Q40437615,Q1094672
Q40437721,Q1094672
Q40437835,Q1094672
Q40440486,Q73567
Q40440585,Q73567
Q40441620,Q23759697
Q40441734,Q23759697
Q40441855,Q374141
Q40444499,Q168976
Q40444584,Q23759697
Q40444684,Q374141
Q40446946,Q512295
Q40447842,Q19694246
Q40447991,Q1267120
Q40448202,Q1266370
Q40449607,Q19694246
Q40449754,Q1260070
Q40460831,Q245181
Q40460926,Q245181
Q40461026,Q245181
Q40462475,Q1262262
Q40462564,Q1006669
Q40462889,Q1006669
Q40466333,Q226120
Q40466421,Q226120
Q40466513,Q226120
Q40466606,Q226120
Q40466698,Q226120
Q40467799,Q517516
Q40467860,Q872872
Q40467908,Q872872
Q40469737,Q872872
Q40470906,Q170251
Q40476238,Q875885
Q40476309,Q875885
Q40476395,Q875885
Q40476470,Q875885
Q40478719,Q832245
Q40480645,Q728235
Q40480770,Q1266107
Q40480920,Q752461
Q40480993,Q740741
Q40481647,Q31874494
Q40481669,Q728235
Q40481726,Q590200
Q40481801,Q2668307
Q40481830,Q3026823
Q40481899,Q73836
Q40484444,Q1302962
Q40484526,Q2668354
Q40484610,Q2668354
Q40484697,Q837753
Q40484784,Q27220
Q40484845,Q3726265
Q40484930,Q3726265
Q40485015,Q3726265
Q40485106,Q3726265
Q40485189,Q205491
Q40485210,Q749428
Q40485274,Q1193031
Q40485792,Q74106
Q40485865,Q74106
Q40485945,Q74106
Q40486023,Q785583
Q40486775,Q248607
Q40486852,Q248607
Q40486942,Q248607
Q40489233,Q33554
Q40489309,Q131918
Q40489388,Q30535
Q40489413,Q205491
Q40489470,Q844220
Q40489495,Q205491
Q40489547,Q177688
Q40489568,Q205491
Q40489626,Q651545
Q40489650,Q148583
Q40489705,Q651545
Q40489793,Q26490
Q40489887,Q26490
Q40491627,Q25383
Q40496379,Q337416
Q40496974,Q1265893
Q40497809,Q839914
Q40497890,Q839914
Q40498154,Q182971
Q40498516,Q374600
Q40498606,Q374600
Q40498695,Q547224
Q40498806,Q1042068
Q40498884,Q212020
Q40498954,Q212020
Q40499030,Q767065
Q40499097,Q1584095
Q40499164,Q1584095
Q40499256,Q1036824
Q40499325,Q14624738
Q40499386,Q14624738
Q40499457,Q375793
Q40499536,Q767050
Q40499832,Q1315318
Q40502039,Q337416
Q40502105,Q337416
Q40503313,Q673768
Q40506012,Q26822131
Q40506094,Q25263539
Q40506180,Q782098
Q40506311,Q968906
Q40509046,Q1315318
Q40509870,Q917082
Q40509946,Q771580
Q40510743,Q25656205
Q40511748,Q189609
Q40512259,Q1089154
Q40512692,Q948103
Q40512771,Q3316832
Q40513160,Q80362
Q40517581,Q968906
Q40520869,Q1137414
Q40526803,Q201300
Q40529445,Q761358
Q40529548,Q761358
Q40532472,Q1541137
Q40532551,Q1541137
Q40532612,Q1541137
Q40532648,Q1541137
Q40532760,Q1541137
Q40532850,Q1541137
Q40532877,Q80362
Q40532967,Q80362
Q40543653,Q177386
Q40545563,Q26657
Q40551257,Q782336
Q40558362,Q431212
Q40558499,Q431212
Q40559973,Q760455
Q40564745,Q25469
Q40564868,Q25469
Q40567778,Q1059968
Q40588631,Q859270
Q40590598,Q596266
Q40590635,Q2668013
Q40590722,Q512812
Q40590862,Q2667675
Q40591003,Q2667684
Q40591129,Q1586476
Q40591244,Q1586476
Q40591363,Q1586476
Q40591472,Q1586476
Q40591587,Q1586476
Q40591754,Q1586476
Q40592124,Q31874617
Q40593431,Q3726985
Q40593562,Q1589575
Q40593677,Q2668026
Q40593784,Q2668026
Q40593878,Q12269418
Q40593973,Q12269418
Q40599357,Q2725371
Q40599895,Q1541137
Q40602645,Q790515
Q40640089,Q27471
Q40646881,Q782336
Q40646981,Q782336
Q40647089,Q782336
Q40648210,Q1259206
Q40651076,Q378278
Q40651087,Q378278
Q40651309,Q2087565
Q40651341,Q1997711
Q40651350,Q1997711
Q40651484,Q641870
Q40651492,Q641870
Q40651520,Q641870
Q40651773,Q25407338
Q40651818,Q2483684
Q40651945,Q804438
Q40651953,Q804438
Q40651963,Q804438
Q40652193,Q520302
Q40652223,Q520302
Q40652231,Q50070271
Q40652997,Q859720
Q40653174,Q13465652
Q40653286,Q2719515
Q40653321,Q2719515
Q40653358,Q2719515
Q40653391,Q2719515
Q40653404,Q2719515
Q40653433,Q2719515
Q40653439,Q2719515
Q40653476,Q2719515
Q40653643,Q28864831
Q40653695,Q28917130
Q40653703,Q28917130
Q40653758,Q869723
Q40653772,Q869723
Q40653781,Q869723
Q40653791,Q28913231
Q40653806,Q28913231
Q40653814,Q28913231
Q40654011,Q15874223
Q40654168,Q11234198
Q40654203,Q960998
Q40654293,Q28856735
Q40654401,Q5475247
Q40654493,Q990577
Q40654500,Q990577
Q40654513,Q990577
Q40654531,Q990577
Q40654541,Q304526
Q40654736,Q1193319
Q40654780,Q43489
Q40654791,Q43489
Q40654900,Q50069454
Q40655170,Q2465230
Q40655179,Q28736472
Q40655191,Q28736472
Q40655202,Q28736472
Q40655520,Q28363583
Q40655530,Q28363583
Q40655541,Q28363583
Q40655614,Q749428
Q40655624,Q749428
Q40655637,Q749428
Q40655647,Q31843655
Q40655658,Q31843655
Q40655669,Q31843655
Q40655685,Q610468
Q40655875,Q1083087
Q40655987,Q28843598
Q40656006,Q28843598
